Customer ID,TotalRevenue,NumberOfOrders,TotalItems,AverageOrderValue,PurchaseFrequency,CustomerLifespanDays,CustomerLifespanMonths,HistoricalCLTV,ValueSegment,ActiveMonths,MonthlyCustomerValue,Projected12MonthCLTV,CLTVSegment,CustomerType
12360.0,4252.89,8,2459,531.61125,8,603,20.1,4252.89,High Value,19.80946123521682,214.68983681592042,2576.278041791045,Medium Value,Repeat Customer
12361.0,511.25,4,235,127.8125,4,394,13.13,511.25,Medium Value,12.943495400788436,39.498604060913706,473.9832487309645,Low Value,Repeat Customer
12362.0,5356.23,11,2230,486.92999999999995,11,735,24.5,5356.23,High Value,24.14586070959264,221.8280832653061,2661.9369991836734,Medium Value,Repeat Customer
12363.0,552.0,2,408,276.0,2,132,4.4,552.0,Medium Value,4.336399474375821,127.29454545454546,1527.5345454545454,Medium Value,Repeat Customer
12364.0,1313.1,4,1506,328.275,4,104,3.47,1313.1,Medium Value,3.416557161629435,384.3342692307692,4612.011230769231,High Value,Repeat Customer
12365.0,641.38,2,174,320.69,2,0,0.0,641.38,Medium Value,1.0,641.38,7696.5599999999995,High Value,Repeat Customer
12366.0,500.24,1,296,500.24,1,0,0.0,500.24,Medium Value,1.0,500.24,6002.88,High Value,Single Purchase
12367.0,168.9,1,173,168.9,1,0,0.0,168.9,Low Value,1.0,168.9,2026.8000000000002,Medium Value,Single Purchase
12368.0,917.6999999999999,1,330,917.6999999999999,1,0,0.0,917.6999999999999,Medium Value,1.0,917.6999999999999,11012.4,High Value,Single Purchase
12369.0,1791.15,3,1241,597.0500000000001,3,228,7.6,1791.15,High Value,7.490144546649145,239.13423684210528,2869.610842105263,Medium Value,Repeat Customer
12370.0,4316.56,7,2604,616.6514285714286,7,617,20.57,4316.56,High Value,20.269382391590014,212.9596213938412,2555.5154567260943,Medium Value,Repeat Customer
12371.0,4067.38,5,1436,813.476,5,600,20.0,4067.38,High Value,19.71090670170828,206.35174533333333,2476.2209439999997,Medium Value,Repeat Customer
12372.0,1298.04,3,794,432.68,3,224,7.47,1298.04,Medium Value,7.35873850197109,176.3943642857143,2116.7323714285712,Medium Value,Repeat Customer
12373.0,1127.65,3,516,375.8833333333334,3,362,12.07,1127.65,Medium Value,11.892247043363994,94.82228176795581,1137.8673812154698,Low Value,Repeat Customer
12374.0,2989.2200000000003,4,1362,747.3050000000001,4,563,18.77,2989.2200000000003,High Value,18.495400788436267,161.6196390763766,1939.435668916519,Medium Value,Repeat Customer
12375.0,457.5,2,178,228.75,2,87,2.9,457.5,Low Value,2.8580814717477003,160.07241379310346,1920.8689655172416,Medium Value,Repeat Customer
12376.0,503.15,2,240,251.575,2,28,0.93,503.15,Medium Value,1.0,503.15,6037.799999999999,High Value,Repeat Customer
12377.0,3426.32,4,2105,856.58,4,274,9.13,3426.32,High Value,9.00131406044678,380.6466452554745,4567.759743065693,High Value,Repeat Customer
12378.0,5416.32,2,3316,2708.16,2,432,14.4,5416.32,High Value,14.19185282522996,381.64995555555555,4579.799466666666,High Value,Repeat Customer
12379.0,1620.22,4,815,405.055,4,452,15.07,1620.22,High Value,14.848883048620236,109.11393097345133,1309.367171681416,Low Value,Repeat Customer
12380.0,9676.300000000001,11,3355,879.6636363636364,11,640,21.33,9676.300000000001,High Value,21.02496714848883,460.2290187500001,5522.748225000001,High Value,Repeat Customer
12381.0,1845.31,5,808,369.062,5,115,3.83,1845.31,High Value,3.7779237844940865,488.4455339130435,5861.346406956522,High Value,Repeat Customer
12383.0,1850.56,5,1532,370.11199999999997,5,167,5.57,1850.56,High Value,5.486202365308804,337.31165508982036,4047.7398610778446,High Value,Repeat Customer
12384.0,585.27,2,126,292.635,2,92,3.07,585.27,Medium Value,3.0223390275952693,193.6480304347826,2323.7763652173912,Medium Value,Repeat Customer
12385.0,1938.4,1,612,1938.4,1,0,0.0,1938.4,High Value,1.0,1938.4,23260.800000000003,High Value,Single Purchase
12386.0,401.9,2,354,200.95,2,29,0.97,401.9,Low Value,1.0,401.9,4822.799999999999,High Value,Repeat Customer
12387.0,143.94,1,134,143.94,1,0,0.0,143.94,Low Value,1.0,143.94,1727.28,Medium Value,Single Purchase
12388.0,3901.11,8,2001,487.63875,8,566,18.87,3901.11,High Value,18.593955321944808,209.80527985865726,2517.663358303887,Medium Value,Repeat Customer
12389.0,1433.33,3,614,477.77666666666664,3,253,8.43,1433.33,Medium Value,8.31143232588699,172.45282687747036,2069.4339225296444,Medium Value,Repeat Customer
12390.0,549.84,1,353,549.84,1,0,0.0,549.84,Medium Value,1.0,549.84,6598.08,High Value,Single Purchase
12391.0,2724.84,6,1204,454.14000000000004,6,641,21.37,2724.84,High Value,21.057818659658345,129.39801809672386,1552.7762171606864,Medium Value,Repeat Customer
12392.0,234.75000000000003,1,73,234.75000000000003,1,0,0.0,234.75000000000003,Low Value,1.0,234.75000000000003,2817.0000000000005,Medium Value,Single Purchase
12393.0,2399.4500000000003,6,1311,399.90833333333336,6,356,11.87,2399.4500000000003,High Value,11.695137976346912,205.1664550561798,2461.997460674158,Medium Value,Repeat Customer
12394.0,1272.48,2,819,636.24,2,153,5.1,1272.48,Medium Value,5.026281208935611,253.16530196078432,3037.983623529412,Medium Value,Repeat Customer
12395.0,4721.17,15,3205,314.74466666666666,15,583,19.43,4721.17,High Value,19.152431011826543,246.50499965694684,2958.059995883362,Medium Value,Repeat Customer
12396.0,931.43,1,591,931.43,1,0,0.0,931.43,Medium Value,1.0,931.43,11177.16,High Value,Single Purchase
12397.0,2409.9,2,1263,1204.95,2,99,3.3,2409.9,High Value,3.252299605781866,740.983393939394,8891.800727272728,High Value,Repeat Customer
12398.0,1635.6599999999999,1,1394,1635.6599999999999,1,0,0.0,1635.6599999999999,High Value,1.0,1635.6599999999999,19627.92,High Value,Single Purchase
12399.0,1962.3,7,2198,280.3285714285714,7,525,17.5,1962.3,High Value,17.24704336399474,113.77602285714286,1365.3122742857145,Low Value,Repeat Customer
12400.0,205.25,1,91,205.25,1,0,0.0,205.25,Low Value,1.0,205.25,2463.0,Medium Value,Single Purchase
12401.0,84.3,1,11,84.3,1,0,0.0,84.3,Low Value,1.0,84.3,1011.5999999999999,Low Value,Single Purchase
12402.0,1256.9,6,584,209.48333333333335,6,347,11.57,1256.9,Medium Value,11.399474375821287,110.25946974063403,1323.1136368876084,Low Value,Repeat Customer
12403.0,1019.36,2,260,509.68,2,471,15.7,1019.36,Medium Value,15.473061760840999,65.87965690021231,790.5558828025478,Low Value,Repeat Customer
12404.0,63.24,1,1,63.24,1,0,0.0,63.24,Low Value,1.0,63.24,758.88,Low Value,Single Purchase
12405.0,1710.39,1,857,1710.39,1,0,0.0,1710.39,High Value,1.0,1710.39,20524.68,High Value,Single Purchase
12406.0,6390.36,5,3416,1278.072,5,675,22.5,6390.36,High Value,22.174770039421812,288.181568,3458.1788160000006,High Value,Repeat Customer
12407.0,1708.1200000000001,5,1416,341.624,5,214,7.13,1708.1200000000001,High Value,7.030223390275952,242.9680971962617,2915.6171663551404,Medium Value,Repeat Customer
12408.0,4340.7699999999995,8,2229,542.5962499999999,8,465,15.5,4340.7699999999995,High Value,15.275952693823916,284.15707268817204,3409.884872258064,High Value,Repeat Customer
12409.0,23419.29,7,13143,3345.612857142857,7,486,16.2,23419.29,High Value,15.965834428383705,1466.8378345679014,17602.054014814817,High Value,Repeat Customer
12410.0,1013.71,3,341,337.90333333333336,3,193,6.43,1013.71,Medium Value,6.340341655716163,159.8825512953368,1918.5906155440416,Medium Value,Repeat Customer
12411.0,346.9,1,138,346.9,1,0,0.0,346.9,Low Value,1.0,346.9,4162.799999999999,High Value,Single Purchase
12412.0,2596.93,6,1997,432.82166666666666,6,464,15.47,2596.93,High Value,15.243101182654401,170.36756293103448,2044.4107551724137,Medium Value,Repeat Customer
12413.0,999.45,4,319,249.8625,4,335,11.17,999.45,Medium Value,11.005256241787121,90.81569552238807,1089.7883462686568,Low Value,Repeat Customer
12414.0,952.41,6,495,158.73499999999999,6,246,8.2,952.4099999999999,Medium Value,8.081471747700395,117.85105853658536,1414.2127024390243,Low Value,Repeat Customer
12415.0,144458.37,28,91447,5159.2275,28,503,16.77,144458.37,High Value,16.52431011826544,8742.172530417494,104906.07036500993,High Value,Repeat Customer
12416.0,202.56,1,132,202.56,1,0,0.0,202.56,Low Value,1.0,202.56,2430.7200000000003,Medium Value,Single Purchase
12417.0,6797.41,20,2884,339.8705,20,730,24.33,6797.41,High Value,23.98160315374507,283.44268547945205,3401.3122257534246,High Value,Repeat Customer
12418.0,2021.2,4,1088,505.3,4,517,17.23,2021.2,High Value,16.98423127463863,119.00450290135399,1428.0540348162478,Low Value,Repeat Customer
12419.0,503.01,2,231,251.505,2,27,0.9,503.01,Medium Value,1.0,503.01,6036.12,High Value,Repeat Customer
12420.0,600.39,1,345,600.39,1,0,0.0,600.39,Medium Value,1.0,600.39,7204.68,High Value,Single Purchase
12421.0,1098.6,6,652,183.1,6,489,16.3,1098.6,Medium Value,16.064388961892245,68.38728834355828,820.6474601226994,Low Value,Repeat Customer
12422.0,5231.8,17,2596,307.7529411764706,17,625,20.83,5231.8,High Value,20.532194480946124,254.8095872,3057.7150464,Medium Value,Repeat Customer
12423.0,2622.39,10,1793,262.239,10,465,15.5,2622.39,High Value,15.275952693823916,171.6678529032258,2060.0142348387094,Medium Value,Repeat Customer
12424.0,3340.03,4,2025,835.0075,4,385,12.83,3340.03,High Value,12.64783180026281,264.0792550649351,3168.9510607792217,Medium Value,Repeat Customer
12425.0,1741.41,2,1147,870.705,2,370,12.33,1741.41,High Value,12.155059132720105,143.26627135135135,1719.1952562162162,Medium Value,Repeat Customer
12426.0,1345.21,2,584,672.605,2,468,15.6,1345.21,Medium Value,15.374507227332456,87.49613760683762,1049.9536512820514,Low Value,Repeat Customer
12427.0,825.8,3,533,275.26666666666665,3,349,11.63,825.8,Medium Value,11.465177398160314,72.02679656160458,864.321558739255,Low Value,Repeat Customer
12428.0,7956.46,9,3536,884.0511111111111,9,257,8.57,7956.46,High Value,8.442838370565045,942.3916046692608,11308.69925603113,High Value,Repeat Customer
12429.0,6204.41,8,2890,775.55125,8,537,17.9,6204.41,High Value,17.641261498028907,351.69877169459966,4220.385260335196,High Value,Repeat Customer
12430.0,256.4,1,117,256.4,1,0,0.0,256.4,Low Value,1.0,256.4,3076.7999999999997,Medium Value,Single Purchase
12431.0,10432.22,27,4600,386.3785185185185,27,658,21.93,10432.22,High Value,21.616294349540077,482.60908328267476,5791.308999392097,High Value,Repeat Customer
12432.0,5059.32,5,1801,1011.8639999999999,5,129,4.3,5059.32,High Value,4.23784494086728,1193.842641860465,14326.11170232558,High Value,Repeat Customer
12433.0,16794.14,10,13534,1679.414,10,476,15.87,16794.14,High Value,15.637319316688567,1073.9781966386554,12887.738359663865,High Value,Repeat Customer
12434.0,1103.43,3,532,367.81,3,296,9.87,1103.43,Medium Value,9.724047306176084,113.4743554054054,1361.692264864865,Low Value,Repeat Customer
12435.0,13925.93,6,4958,2320.9883333333332,6,657,21.9,13925.93,High Value,21.583442838370566,645.2135604261796,7742.562725114155,High Value,Repeat Customer
12436.0,509.01,1,211,509.01,1,0,0.0,509.01,Medium Value,1.0,509.01,6108.12,High Value,Single Purchase
12437.0,12683.4,39,8000,325.2153846153846,39,735,24.5,12683.4,High Value,24.14586070959264,525.2825795918368,6303.3909551020415,High Value,Repeat Customer
12438.0,2906.85,2,1180,1453.425,2,125,4.17,2906.85,High Value,4.106438896189225,707.8761119999999,8494.513343999999,High Value,Repeat Customer
12439.0,1142.88,2,478,571.44,2,43,1.43,1142.88,Medium Value,1.4126149802890933,809.0527255813954,9708.632706976745,High Value,Repeat Customer
12440.0,859.2,2,331,429.6,2,255,8.5,859.2,Medium Value,8.377135348226018,102.56489411764707,1230.7787294117647,Low Value,Repeat Customer
12441.0,173.55,1,121,173.55,1,0,0.0,173.55,Low Value,1.0,173.55,2082.6000000000004,Medium Value,Single Purchase
12442.0,172.06,1,182,172.06,1,0,0.0,172.06,Low Value,1.0,172.06,2064.7200000000003,Medium Value,Single Purchase
12443.0,485.31,1,182,485.31,1,0,0.0,485.31,Medium Value,1.0,485.31,5823.72,High Value,Single Purchase
12444.0,5005.46,5,1153,1001.092,5,149,4.97,5005.46,High Value,4.894875164257556,1022.5919624161074,12271.10354899329,High Value,Repeat Customer
12445.0,434.98,2,206,217.49,2,398,13.27,434.98,Low Value,13.074901445466491,33.26831959798995,399.21983517587944,Low Value,Repeat Customer
12446.0,1002.3100000000001,1,351,1002.3100000000001,1,0,0.0,1002.3100000000001,Medium Value,1.0,1002.3100000000001,12027.720000000001,High Value,Single Purchase
12447.0,476.49,1,190,476.49,1,0,0.0,476.49,Medium Value,1.0,476.49,5717.88,High Value,Single Purchase
12448.0,449.45,1,243,449.45,1,0,0.0,449.45,Low Value,1.0,449.45,5393.4,High Value,Single Purchase
12449.0,4835.89,6,2282,805.9816666666667,6,416,13.87,4835.89,High Value,13.66622864651774,353.85695096153853,4246.283411538462,High Value,Repeat Customer
12450.0,688.2,5,442,137.64000000000001,5,318,10.6,688.2,Medium Value,10.446780551905388,65.87675471698114,790.5210566037737,Low Value,Repeat Customer
12451.0,12669.88,8,9359,1583.735,8,518,17.27,12669.88,High Value,17.017082785808146,744.5388942084942,8934.46673050193,High Value,Repeat Customer
12452.0,430.57,2,185,215.285,2,0,0.0,430.57,Low Value,1.0,430.57,5166.84,High Value,Repeat Customer
12453.0,707.09,1,473,707.09,1,0,0.0,707.09,Medium Value,1.0,707.09,8485.08,High Value,Single Purchase
12454.0,16679.78,5,7703,3335.9559999999997,5,364,12.13,16679.78,High Value,11.957950065703022,1394.8695142857143,16738.434171428573,High Value,Repeat Customer
12455.0,5879.95,10,3302,587.995,10,648,21.6,5879.95,High Value,21.28777923784494,276.2124660493827,3314.5495925925925,Medium Value,Repeat Customer
12456.0,3181.04,3,1633,1060.3466666666666,3,210,7.0,3181.04,High Value,6.898817345597897,461.0993219047619,5533.191862857143,High Value,Repeat Customer
12457.0,2995.91,8,1094,374.48875,8,368,12.27,2995.91,High Value,12.089356110381077,247.8138597826087,2973.7663173913043,Medium Value,Repeat Customer
12458.0,1777.49,4,986,444.3725,4,416,13.87,1777.49,High Value,13.66622864651774,130.0644125,1560.77295,Medium Value,Repeat Customer
12459.0,454.36,1,258,454.36,1,0,0.0,454.36,Low Value,1.0,454.36,5452.32,High Value,Single Purchase
12460.0,326.65,1,170,326.65,1,0,0.0,326.65,Low Value,1.0,326.65,3919.7999999999997,High Value,Single Purchase
12461.0,826.88,2,287,413.44,2,60,2.0,826.88,Medium Value,1.9710906701708277,419.5037866666667,5034.045440000001,High Value,Repeat Customer
12462.0,1189.59,2,536,594.795,2,284,9.47,1189.59,Medium Value,9.329829172141919,127.50394225352112,1530.0473070422534,Medium Value,Repeat Customer
12463.0,1344.78,4,776,336.195,4,188,6.27,1344.78,Medium Value,6.176084099868594,217.73991063829789,2612.8789276595744,Medium Value,Repeat Customer
12464.0,1212.05,8,112,151.50625,8,299,9.97,1212.05,Medium Value,9.822601839684625,123.39398662207358,1480.727839464883,Medium Value,Repeat Customer
12465.0,742.1899999999999,2,479,371.09499999999997,2,152,5.07,742.1899999999999,Medium Value,4.993429697766097,148.63331315789472,1783.5997578947367,Medium Value,Repeat Customer
12466.0,56.73,1,1,56.73,1,0,0.0,56.73,Low Value,1.0,56.73,680.76,Low Value,Single Purchase
12467.0,132.8,1,129,132.8,1,0,0.0,132.8,Low Value,1.0,132.8,1593.6000000000001,Medium Value,Single Purchase
12468.0,3670.74,5,2201,734.1479999999999,5,495,16.5,3670.74,High Value,16.26149802890933,225.7319709090909,2708.7836509090907,Medium Value,Repeat Customer
12469.0,3070.54,2,2552,1535.27,2,14,0.47,3070.54,High Value,1.0,3070.54,36846.479999999996,High Value,Repeat Customer
12470.0,211.95,1,95,211.95,1,0,0.0,211.95,Low Value,1.0,211.95,2543.3999999999996,Medium Value,Single Purchase
12471.0,39918.19,79,16858,505.2935443037975,79,730,24.33,39918.19,High Value,23.98160315374507,1664.5338405479454,19974.406086575345,High Value,Repeat Customer
12472.0,16249.289999999999,19,10378,855.2257894736841,19,693,23.1,16249.289999999999,High Value,22.766097240473062,713.749477056277,8564.993724675323,High Value,Repeat Customer
12473.0,3928.0499999999997,5,2414,785.6099999999999,5,162,5.4,3928.0499999999993,High Value,5.321944809461235,738.0854444444444,8857.025333333333,High Value,Repeat Customer
12474.0,12372.75,31,7940,399.1209677419355,31,649,21.63,12372.75,High Value,21.320630749014455,580.3181972265023,6963.818366718027,High Value,Repeat Customer
12475.0,1149.64,2,771,574.82,2,356,11.87,1149.64,Medium Value,11.695137976346912,98.3006786516854,1179.6081438202248,Low Value,Repeat Customer
12476.0,14083.91,23,5631,612.3439130434782,23,486,16.2,14083.909999999998,High Value,15.965834428383705,882.1280255144034,10585.53630617284,High Value,Repeat Customer
12477.0,20276.37,9,6119,2252.93,9,600,20.0,20276.37,High Value,19.71090670170828,1028.687838,12344.254056000002,High Value,Repeat Customer
12478.0,680.99,1,236,680.99,1,0,0.0,680.99,Medium Value,1.0,680.99,8171.88,High Value,Single Purchase
12479.0,527.2,1,385,527.2,1,0,0.0,527.2,Medium Value,1.0,527.2,6326.400000000001,High Value,Single Purchase
12480.0,5464.85,7,2952,780.6928571428572,7,479,15.97,5464.85,High Value,15.735873850197109,347.2860835073069,4167.433002087682,High Value,Repeat Customer
12481.0,12185.51,15,7158,812.3673333333334,15,584,19.47,12185.51,High Value,19.185282522996058,635.1488431506849,7621.7861178082185,High Value,Repeat Customer
12482.0,23691.4,29,27042,816.944827586207,29,77,2.57,23691.4,High Value,2.5295663600525624,9365.795012987013,112389.54015584415,High Value,Repeat Customer
12483.0,5097.18,19,2160,268.27263157894737,19,660,22.0,5097.18,High Value,21.681997371879106,235.08812,2821.05744,Medium Value,Repeat Customer
12484.0,6354.1,12,3266,529.5083333333333,12,648,21.6,6354.1,High Value,21.28777923784494,298.4858086419753,3581.8297037037037,High Value,Repeat Customer
12485.0,708.1,1,414,708.1,1,0,0.0,708.1,Medium Value,1.0,708.1,8497.2,High Value,Single Purchase
12486.0,1037.28,1,523,1037.28,1,0,0.0,1037.28,Medium Value,1.0,1037.28,12447.36,High Value,Single Purchase
12487.0,285.29999999999995,1,174,285.29999999999995,1,0,0.0,285.29999999999995,Low Value,1.0,285.29999999999995,3423.5999999999995,High Value,Single Purchase
12488.0,1298.66,3,529,432.8866666666667,3,65,2.17,1298.66,Medium Value,2.135348226018397,608.1724676923077,7298.069612307692,High Value,Repeat Customer
12489.0,334.93,1,105,334.93,1,0,0.0,334.93,Low Value,1.0,334.93,4019.16,High Value,Single Purchase
12490.0,9823.64,21,5906,467.79238095238094,21,733,24.43,9823.64,High Value,24.080157687253614,407.95580027285126,4895.469603274215,High Value,Repeat Customer
12491.0,460.40000000000003,1,260,460.40000000000003,1,0,0.0,460.40000000000003,Low Value,1.0,460.40000000000003,5524.8,High Value,Single Purchase
12492.0,715.21,3,444,238.40333333333334,3,340,11.33,715.21,Medium Value,11.169513797634691,64.0323305882353,768.3879670588235,Low Value,Repeat Customer
12493.0,433.74,2,207,216.87,2,31,1.03,433.74,Low Value,1.0183968462549278,425.90469677419355,5110.856361290323,High Value,Repeat Customer
12494.0,1815.27,9,979,201.69666666666666,9,560,18.67,1815.27,High Value,18.396846254927727,98.67289071428571,1184.0746885714286,Low Value,Repeat Customer
12495.0,357.4,1,130,357.4,1,0,0.0,357.4,Low Value,1.0,357.4,4288.799999999999,High Value,Single Purchase
12496.0,45.34,2,30,22.67,2,0,0.0,45.34,Low Value,1.0,45.34,544.08,Low Value,Repeat Customer
12497.0,6248.5,3,5685,2082.8333333333335,3,563,18.77,6248.5,High Value,18.495400788436267,337.8407460035524,4054.088952042629,High Value,Repeat Customer
12498.0,403.70000000000005,3,159,134.5666666666667,3,36,1.2,403.70000000000005,Low Value,1.1826544021024967,341.3507777777778,4096.209333333334,High Value,Repeat Customer
12499.0,393.72,1,302,393.72,1,0,0.0,393.72,Low Value,1.0,393.72,4724.64,High Value,Single Purchase
12500.0,5955.21,19,3377,313.4321052631579,19,650,21.67,5955.21,High Value,21.353482260183966,278.8870652307693,3346.6447827692314,Medium Value,Repeat Customer
12501.0,2169.39,1,1783,2169.39,1,0,0.0,2169.39,High Value,1.0,2169.39,26032.68,High Value,Single Purchase
12502.0,3723.87,5,820,744.774,5,214,7.13,3723.87,High Value,7.030223390275952,529.6944056074766,6356.332867289719,High Value,Repeat Customer
12503.0,1126.0,1,561,1126.0,1,0,0.0,1126.0,Medium Value,1.0,1126.0,13512.0,High Value,Single Purchase
12504.0,779.05,4,458,194.7625,4,578,19.27,779.05,Medium Value,18.988173455978973,41.02816955017301,492.33803460207616,Low Value,Repeat Customer
12505.0,955.2,1,324,955.2,1,0,0.0,955.2,Medium Value,1.0,955.2,11462.400000000001,High Value,Single Purchase
12506.0,73.5,1,23,73.5,1,0,0.0,73.5,Low Value,1.0,73.5,882.0,Low Value,Single Purchase
12507.0,1844.06,4,1256,461.015,4,450,15.0,1844.06,High Value,14.783180026281208,124.74041422222223,1496.8849706666667,Medium Value,Repeat Customer
12508.0,397.88,2,271,198.94,2,2,0.07,397.88,Low Value,1.0,397.88,4774.5599999999995,High Value,Repeat Customer
12509.0,176.5,1,55,176.5,1,0,0.0,176.5,Low Value,1.0,176.5,2118.0,Medium Value,Single Purchase
12510.0,5178.02,9,2049,575.3355555555556,9,592,19.73,5178.02,High Value,19.44809461235217,266.2481905405406,3194.978286486487,Medium Value,Repeat Customer
12511.0,3084.02,1,1753,3084.02,1,0,0.0,3084.02,High Value,1.0,3084.02,37008.24,High Value,Single Purchase
12512.0,132.18,2,96,66.09,2,0,0.0,132.18,Low Value,1.0,132.18,1586.16,Medium Value,Repeat Customer
12513.0,612.29,1,462,612.29,1,0,0.0,612.29,Medium Value,1.0,612.29,7347.48,High Value,Single Purchase
12514.0,1597.76,2,840,798.88,2,374,12.47,1597.76,High Value,12.28646517739816,130.04228449197862,1560.5074139037433,Medium Value,Repeat Customer
12515.0,383.7,1,131,383.7,1,0,0.0,383.7,Low Value,1.0,383.7,4604.4,High Value,Single Purchase
12516.0,2648.62,4,1952,662.155,4,521,17.37,2648.62,High Value,17.115637319316686,154.74854664107488,1856.9825596928986,Medium Value,Repeat Customer
12517.0,2481.6,5,1361,496.32,5,161,5.37,2481.6,High Value,5.289093298291721,469.191950310559,5630.303403726708,High Value,Repeat Customer
12518.0,2056.89,5,1318,411.378,5,109,3.63,2056.89,High Value,3.5808147174770038,574.4195559633027,6893.034671559633,High Value,Repeat Customer
12519.0,716.54,2,387,358.27,2,413,13.77,716.54,Medium Value,13.567674113009199,52.81229443099273,633.7475331719128,Low Value,Repeat Customer
12520.0,2634.26,5,1439,526.8520000000001,5,194,6.47,2634.26,High Value,6.3731931668856765,413.3344041237114,4960.012849484537,High Value,Repeat Customer
12521.0,599.68,1,309,599.68,1,0,0.0,599.68,Medium Value,1.0,599.68,7196.16,High Value,Single Purchase
12522.0,192.72,2,194,96.36,2,12,0.4,192.72,Low Value,1.0,192.72,2312.64,Medium Value,Repeat Customer
12523.0,4352.35,23,2263,189.2326086956522,23,712,23.73,4352.35,High Value,23.390275952693823,186.0751882022472,2232.9022584269665,Medium Value,Repeat Customer
12524.0,11126.11,17,7178,654.4770588235294,17,660,22.0,11126.11,High Value,21.681997371879106,513.1496793939394,6157.796152727273,High Value,Repeat Customer
12525.0,973.73,3,509,324.57666666666665,3,149,4.97,973.73,Medium Value,4.894875164257556,198.9284644295302,2387.1415731543625,Medium Value,Repeat Customer
12526.0,1316.66,3,632,438.8866666666667,3,93,3.1,1316.66,Medium Value,3.055190538764783,430.9583913978495,5171.500696774194,High Value,Repeat Customer
12527.0,735.51,5,526,147.102,5,447,14.9,735.51,Medium Value,14.684625492772668,50.087079194630874,601.0449503355705,Low Value,Repeat Customer
12528.0,1933.48,6,756,322.24666666666667,6,303,10.1,1933.48,High Value,9.95400788436268,194.2413570957096,2330.896285148515,Medium Value,Repeat Customer
12529.0,316.48,1,192,316.48,1,0,0.0,316.48,Low Value,1.0,316.48,3797.76,High Value,Single Purchase
12530.0,3759.26,9,2713,417.6955555555556,9,582,19.4,3759.26,High Value,19.11957950065703,196.61834089347082,2359.42009072165,Medium Value,Repeat Customer
12531.0,1933.2,2,1119,966.6,2,671,22.37,1933.2,High Value,22.043363994743757,87.69986289120716,1052.398354694486,Low Value,Repeat Customer
12532.0,349.83000000000004,1,153,349.83000000000004,1,0,0.0,349.83000000000004,Low Value,1.0,349.83000000000004,4197.960000000001,High Value,Single Purchase
12533.0,1367.89,2,704,683.945,2,110,3.67,1367.89,Medium Value,3.6136662286465175,378.53246909090916,4542.38962909091,High Value,Repeat Customer
12534.0,1089.18,1,651,1089.18,1,0,0.0,1089.18,Medium Value,1.0,1089.18,13070.16,High Value,Single Purchase
12535.0,716.35,2,219,358.175,2,94,3.13,716.35,Medium Value,3.088042049934297,231.9754680851064,2783.705617021277,Medium Value,Repeat Customer
12536.0,12601.830000000002,3,2803,4200.610000000001,3,15,0.5,12601.830000000002,High Value,1.0,12601.830000000002,151221.96000000002,High Value,Repeat Customer
12537.0,732.94,1,449,732.94,1,0,0.0,732.94,Medium Value,1.0,732.94,8795.28,High Value,Single Purchase
12538.0,640.45,2,336,320.225,2,349,11.63,640.45,Medium Value,11.465177398160314,55.860452722063044,670.3254326647566,Low Value,Repeat Customer
